ID,log2FoldChange,lfcSE,CI_lower,CI_upper
mikado.Chr02G132,-0.0497628691684335,0.137071553622962,-0.318423114269438,0.218897375932571
mikado.Chr02G133,0.256980405210576,0.239179040592064,-0.21181051434987,0.725771324771021
mikado.Chr02G135,-0.121218867409405,0.481263847638281,-1.06449600878043,0.822058273961625
mikado.Chr02G139,0.967288992703436,0.543256373921406,-0.0974935001825198,2.03207148558939
mikado.Chr02G134,0.213003781451075,0.144737383262984,-0.0706814897443747,0.496689052646524
mikado.Chr02G136,-0.339419718224927,0.171392981817645,-0.675349962587512,-0.00348947386234294
mikado.Chr02G137,-0.0672933420964668,0.125562757366083,-0.313396346533989,0.178809662341056
mikado.Chr02G138,-0.431399340435452,0.451381447938759,-1.31610697839542,0.453308297524517
mikado.Chr02G157,-0.246600609965702,0.151066127738409,-0.542690220332983,0.0494890004015789
mikado.Chr02G158,-0.0648569597150036,0.168776063237135,-0.395658043659788,0.265944124229781
mikado.Chr02G160,-0.550585438433016,0.43534397958261,-1.40385963841493,0.302688761548899
mikado.Chr02G162,0.087911357182113,0.466635874862961,-0.826694957549292,1.00251767191352
mikado.Chr02G148,-0.230008515979862,0.110604933229336,-0.446794185109361,-0.0132228468503628
mikado.Chr02G147,0.0142296942478261,0.115839631408694,-0.212815983313214,0.241275371808866
mikado.Chr02G140,-0.136936471445923,0.337713759177586,-0.798855439433993,0.524982496542146
mikado.Chr02G141,0.0281829624008008,0.22108268144134,-0.405139093224225,0.461505018025827
mikado.Chr02G146,-0.413306698289157,0.194147773836178,-0.793836335008065,-0.0327770615702485
mikado.Chr02G149,-0.0520829812204621,0.142723006626388,-0.331820074208183,0.227654111767258
mikado.Chr02G151,0.0508381233713879,0.223329081404216,-0.386886876180876,0.488563122923652
mikado.Chr02G150,0.136930156345313,0.174077296823713,-0.204261345429164,0.478121658119791
mikado.Chr02G152,-0.051674043072661,0.141870456183412,-0.329740137192148,0.226392051046826
mikado.Chr02G154,0.253391627753191,0.174977250279879,-0.0895637827953714,0.596347038301754
mikado.Chr02G153,0.0967390980538462,0.12693269645629,-0.152048987000482,0.345527183108175
mikado.Chr02G156,0.322051727257158,0.252270753477489,-0.172398949558721,0.816502404073037
mikado.Chr02G155,0.428654106358587,0.25992656330461,-0.0808019577184493,0.938110170435623
mikado.Chr02G171,-0.289242097834876,0.131161891131797,-0.546319404453197,-0.0321647912165539
mikado.Chr02G163,0.103392397635007,1.23489537983612,-2.31700254684379,2.52378734211381
mikado.Chr02G164,-0.232172717830613,0.346061484461328,-0.910453227374816,0.446107791713591
mikado.Chr02G165,0.251484098774886,0.388260252096737,-0.509505995334719,1.01247419288449
mikado.Chr02G166,-0.158559887526971,0.150941385103931,-0.454405002330674,0.137285227276733
mikado.Chr02G168,-0.00647526377748106,0.232892959816391,-0.462945465017608,0.449994937462646
mikado.Chr02G169,-0.65675056477014,0.168174384925072,-0.986372359223282,-0.327128770316998
mikado.Chr02G173,0.375737680236453,0.4767937469296,-0.558778063745563,1.31025342421847
mikado.Chr02G172,-0.0789533327985173,0.178453914861087,-0.428723005926247,0.270816340329213
mikado.Chr02G174,0.181365146256822,0.160869292489674,-0.13393866702294,0.496668959536584
mikado.Chr02G176,-0.263246501496167,0.258959475568417,-0.770807073610265,0.244314070617931
mikado.Chr02G182,-0.897643269439618,0.858173525963418,-2.57966338032792,0.784376841448681
mikado.Chr02G181,0.180412334519559,0.131101868930956,-0.0765473285851141,0.437371997624233
mikado.Chr02G180,-0.0565241443135187,0.121573250566726,-0.294807715424302,0.181759426797265
mikado.Chr02G184,-0.0380295206683718,0.232536131895399,-0.493800339183355,0.417741297846611
mikado.Chr02G188,-0.0949514793329045,0.326706484702345,-0.7352961893495,0.545393230683691
